,Unnamed: 0,Monit_MAP_CODE1,Year,avg(PIN),avg(ACRES_POLY),avg(TOTAL_TAX),avg(TAX_CAPAC),avg(FIN_SQ_FT),avg(NUM_UNITS),avg(EMV_LAND),avg(EMV_TOTAL),avg(GARAGESQFT),avg(EMV_BLDG),avg(SALE_VALUE),avg(ACRES_DEED),avg(YEAR_BUILT),count(PIN),count(ACRES_POLY),count(TOTAL_TAX),count(TAX_CAPAC),count(FIN_SQ_FT),count(NUM_UNITS),count(EMV_LAND),count(EMV_TOTAL),count(GARAGESQFT),count(EMV_BLDG),count(SALE_VALUE),count(ACRES_DEED),count(YEAR_BUILT),stddev_samp(PIN),stddev_samp(ACRES_POLY),stddev_samp(TOTAL_TAX),stddev_samp(TAX_CAPAC),stddev_samp(FIN_SQ_FT),stddev_samp(NUM_UNITS),stddev_samp(EMV_LAND),stddev_samp(EMV_TOTAL),stddev_samp(GARAGESQFT),stddev_samp(EMV_BLDG),stddev_samp(SALE_VALUE),stddev_samp(ACRES_DEED),stddev_samp(YEAR_BUILT),LAKE_NAME_x,CITY,COUNTY,MAJOR_WATERSHED_x,avg(Secchi_Depth_RESULT),avg(Total_Phosphorus_RESULT),stddev_samp(Secchi_Depth_RESULT),stddev_samp(Total_Phosphorus_RESULT),DNR_ID_Site_Number,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME_y,MAJOR_WATERSHED_y,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
61,61,62005400-01,2005,,0.4471109181680054,0.0,0.0,1096.6948604780166,1.5165945539808794,0.0,265336.19371487835,,0.0,72112.00233943516,0.3266833080095506,1802.631068663628,41463,41463,41463,41463,41463,38597,41463,41463,0,41463,41463,41463,41463,,2.531991662010644,0.0,0.0,585.1597765951398,7.273691409711198,0.0,976682.2454317756,,0.0,205255.15856713703,2.356069359319747,493.949121553772,McCarrons Lake,Roseville,Ramsey,Mississippi River - Twin Cities,4.069230769230769,0.032430769230769235,1.3369022747784118,0.023746137124595255,62005400-01,-3.573146044,0.5009835051,4.0692307692,1.3369022748,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,McCarrons Lake,Mississippi River - Twin Cities,-93.11192702,44.99779486,0,0,,,A,McCarrons Lake-1,820,0.6116585366,1.3488923437,0,0,222200,104600.0,1179.0,1669.0,0,6,623,601,36,168000.0,121300.0,,,16,0
62,62,62005800-01,2005,,0.7648746867167923,0.0,0.0,1416.0288220551379,2.67828418230563,0.0,576396.7418546366,,0.0,73521.33333333331,0.7599749373433582,1821.583959899749,798,798,798,798,798,746,798,798,0,798,798,798,798,,3.330741443952092,0.0,0.0,838.9643869563507,15.880374456886845,0.0,2665865.487158532,,0.0,113179.2708894086,3.3222822875043936,500.96876773084887,Little Johanna Lake,Roseville,Ramsey,Mississippi River - Twin Cities,1.6200000000000003,0.06633333333333334,0.8197560612767679,0.01290994448735806,62005800-01,-2.729229793,0.1981872502,1.62,0.8197560613,0,0,0,5,0,0,0,1,0,0,1,2,0,1,1,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,5,5,4.0,2.8,C,Little Johanna Lake-1,259,1.399034749,5.6639674575,0,0,289400,95600.0,1700.0,949.0,0,0,219,221,22,195000.0,126275.0,,,10,0
63,63,82013200-01,2014,,7.291125,0.0,3038.458333333333,1264.2833333333333,0.6890756302521008,184181.25,324391.66666666674,959.3333333333335,140210.41666666663,109468.89583333331,0.0,1339.5958333333333,480,480,480,480,480,476,480,480,288,480,480,480,480,,10.967251573774696,0.0,2377.919883242577,1119.4342381311856,0.472358457278749,147142.21211861927,227389.7077240851,693.0869190454515,132372.43221247732,182536.54539302085,0.0,921.8966783634662,Woodpile Lake,Grant Township,Washington,Lower St. Croix River,2.9216666666666664,0.03216666666666667,0.5373137450373484,0.007493431467059345,82013200-01,-3.462735692,0.2399683319,2.9216666667,0.537313745,0,7,5,0,0,0,0,0,1,0,0,7,5,0,0,Woodpile Lake,Lower St. Croix River,-92.90332792,45.06868739,12,12,2.4166666667,2.4166666667,B,Woodpile Lake-1,26,10.372307692,8.7309510628,0,0,427700,203225.0,1547.0,1004.25,2,0,24,20,2,30132.0,207927.25,,,0,0
64,64,27011601-01,2008,,1.0554702537182847,5336.665354330708,3554.624562554681,0.0,,85849.93985126859,296793.6297025372,,210364.40288713915,165471.97878390198,0.0,1863.7587489063867,18288,18288,18288,18288,18288,0,18288,18288,0,18288,18288,18288,18288,,14.56460732210018,24976.794504178102,12343.05033062019,0.0,,275763.6070480702,639097.4355615072,,454659.36240619275,412369.41632319865,0.0,471.2019706917634,Rice Elm Lake,Maple Grove,Hennepin,Mississippi River - Twin Cities,1.2199999999999998,0.29490000000000005,0.8337332373793855,0.2798568880298961,27011601-01,-1.761466736,1.1608313205,1.22,0.8337332374,0,2,5,3,0,0,1,0,0,0,0,3,2,4,1,Rice Elm Lake,Mississippi River - Twin Cities,-93.46614319,45.11672618,10,10,3.1,3.3,D,Rice Elm Lake-1,2178,0.5101469238,1.3961878923,0,0,270300,160025.0,0.0,0.0,0,0,1948,0,0,173595.0,120600.0,3265.0,1805.0,58,0
65,65,82005204-01,2006,,13.041315789473686,744.938596491228,0.0,385.84210526315786,,222791.22807017548,273842.10526315786,,51050.87719298246,27385.543859649122,9.935263157894738,637.9298245614035,228,228,228,228,228,0,228,228,0,228,228,228,228,,122.69152170309299,1310.9654160976895,0.0,699.7298355800151,,267924.4199631345,292100.5888221761,,86399.6744422138,93162.6034696109,14.646514595571336,922.395241660458,Big Marine Lake,May Township,Washington,Lower St. Croix River,3.3527142857142858,0.03328571428571429,0.7869580069876058,0.009481812163545631,82005204-01,-3.439414522,0.2978522431,3.3527142857,0.786958007,1,5,1,0,0,0,0,0,1,0,1,4,2,0,0,Big Marine Lake,Lower St. Croix River,-92.86574543,45.20886188,7,7,2.0,2.1428571429,B,Big Marine Lake-1,139,29.363333333,217.68313901,0,0,225600,336700.0,0.0,432.0,0,0,23,0,0,100000.0,188240.25,1312.0,2188.0,8,0
66,66,82007600-01,2013,,22.98033783783784,0.0,2346.5202702702704,1152.087837837838,0.676056338028169,177160.13513513515,295412.8378378378,776.2471910112358,118252.70270270269,84303.02027027027,0.0,1266.8243243243246,296,296,296,296,296,284,296,296,178,296,296,296,296,,23.180278772121678,0.0,1852.1641522946475,1087.847159809602,0.4836448157159081,132870.95242612564,200888.42278962323,316.2065505633678,131074.84131811466,160551.19659407533,0.0,948.1277730971636,Barker Lake,Hugo,Washington,Lower St. Croix River,1.2014166666666668,0.07274999999999998,0.3688587949419948,0.013108810361390888,82007600-01,-2.635065381,0.1753535817,1.2014166667,0.3688587949,0,1,5,6,0,0,0,1,0,0,0,4,8,0,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,12,12,3.4166666667,2.6666666667,C,Barker Lake-1,8,85.0375,10.765137847,0,0,591200,195550.0,0.0,1182.0,4,0,0,2,0,,,,,0,0
67,67,10021800-01,2013,,0.5552382340084512,3072.944339210258,0.0,1684.8373888969836,61.22222222222222,65684.11773276993,233839.5308174268,,168155.41308465684,181695.5921608626,0.19039195687017327,1736.2105493224535,6863,6863,6863,6863,6863,18,6863,6863,0,6863,6863,6863,6863,,2.8144853842338184,18868.54214472491,0.0,6644.262714632968,35.91420422840353,178985.08951543336,968244.8773146813,,856231.4194318759,274633.80984736054,2.4121133948626663,667.2985792529133,Grace Lake,Chaska,Carver,Lower Minnesota River,1.0464285714285717,0.15584615384615386,0.7180272883485606,0.10997260731188636,10021800-01,-2.045920444,0.6131267133,1.0464285714,0.7180272883,0,0,7,7,0,0,1,0,0,0,0,0,10,4,0,Grace Lake,Lower Minnesota River,-93.60623072,44.82448386,14,14,3.5,3.2857142857,D,Grace Lake-1,454,0.6231395349,2.5446749838,0,0,91200,129275.0,1020.0,458.0,0,0,300,0,8,144100.0,76000.0,1034.0,2010.0,27,2
68,68,82009700-01,2006,,0.6797722622542482,2718.489102393025,0.0,1314.4352815585805,1.0,86506.36064407081,262024.5974557424,,175518.23681167155,131479.68241259677,1.2151845921181392,1426.927853393826,11241,11241,11241,11241,11241,10,11241,11241,0,11241,11241,11241,11241,,3.6426386844074408,3383.831335118493,0.0,1006.9559104647377,0.0,121073.18976847432,423092.7233381692,,346549.5291229823,168969.8329219712,5.480054173125381,892.7730768619165,La Lake,Woodbury,Washington,Mississippi River - Twin Cities,1.4749999999999996,0.09633333333333334,0.9379620073716886,0.028143571309636697,82009700-01,-2.385494939,0.3292846174,1.475,0.9379620074,2,1,5,4,0,0,0,1,0,0,2,5,3,2,0,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,12,12,2.9166666667,2.4166666667,C,La Lake-1,213,1.9452830189,5.8776254045,0,0,235500,85000.0,1076.0,871.0,6,0,141,0,0,259990.0,93346.25,1012.0,1921.0,22,0
69,69,82048800-01,2009,,3.661035598705499,441054.04530744336,0.0,2090.6440129449843,,172887.70226537218,445243.6893203884,,272355.98705501616,193479.68284789645,3.094336569579287,1754.1715210355987,309,309,309,309,309,0,309,309,0,309,309,309,309,,6.844456679367736,211011.25137296575,0.0,1011.296536407634,,123543.43751155224,220997.67011313856,,160209.17942943965,223711.3178802913,4.973129547552804,638.3526788249103,West Lakeland Storage Site,West Lakeland Township,Washington,Lower St. Croix River,1.3932857142857142,0.06557142857142857,0.9654789337052212,0.026800852864894326,82048800-01,-2.800105186,0.4290405851,1.3932857143,0.9654789337,0,1,0,6,0,0,0,1,0,0,0,2,4,1,0,West Lakeland Storage Site,Lower St. Croix River,-92.84742244,44.96339695,7,7,3.7142857143,2.8571428571,C,West Lakeland Storage Site-1,54,3.911509434,8.2766972222,0,0,452800,255175.0,2047.5,1416.5,0,53,0,0,0,293750.0,244500.0,452800.0,253100.0,0,0
70,70,82001400-01,2007,,0.0,0.0,0.0,0.0,,295257.66932270915,497247.3107569721,,201989.64143426294,140579.280876494,9.483894422310758,1348.429282868526,2008,2008,2008,2008,2008,0,2008,2008,0,2008,2008,2008,2008,,0.0,0.0,0.0,0.0,,545568.9634522456,571278.7991432137,,194691.79817164192,217248.54951851149,20.116801181068865,924.8452866098784,Little Carnelian Lake,Stillwater Township,Washington,Lower St. Croix River,7.097428571428572,0.0165,0.7406906365329718,0.006715653356152326,82001400-01,-4.16634909,0.3790047365,7.0974285714,0.7406906365,6,1,0,0,0,0,0,0,0,1,3,4,0,0,0,Little Carnelian Lake,Lower St. Croix River,-92.79566883,45.11864663,7,7,1.1428571429,1.5714285714,A,Little Carnelian Lake-1,61,,,0,0,723600,653550.0,0.0,0.0,0,59,0,0,0,242300.0,470000.0,,,0,0
71,71,82031800-01,2012,,6.951404494382023,0.0,2771.3707865168544,1357.0,0.6573033707865169,116439.88764044945,306131.4606741573,1045.548076923077,189691.57303370786,158226.57865168538,0.0,1263.1966292134832,356,356,356,356,356,356,356,356,208,356,356,356,356,,7.948845021559326,0.0,2724.031012137679,1272.2752116128438,0.5417525323415342,88752.11647697349,438076.16473169305,599.6102096150005,409388.4531378346,240575.5153486293,0.0,948.2068417540387,July Lake,Hugo - Grant,Washington,Lower St. Croix River,0.9991666666666664,0.109,0.3549509142334353,0.04974602161647368,82031800-01,-2.331671922,0.5410654304,0.9991666667,0.3549509142,0,1,5,8,0,0,1,0,0,0,0,7,7,0,0,July Lake,Lower St. Croix River,-92.90761071,45.12373418,14,14,3.5,2.5,D,July Lake-1,50,5.2292,3.4566905489,0,0,229800,239500.0,1120.0,1773.75,4,0,38,30,0,290450.0,238800.0,,,2,0
72,72,82015300-01,2007,,0.0,0.0,0.0,0.0,,185208.9947089947,380223.5449735449,,195014.55026455023,117586.8082010582,6.740833333333336,1515.9708994708994,1512,1512,1512,1512,1512,0,1512,1512,0,1512,1512,1512,1512,,0.0,0.0,0.0,0.0,,112161.51537501194,220638.3157892293,,151934.44962239804,195192.2402788026,10.291706631095874,838.6572067714004,Sunset Lake,Hugo,Washington,Mississippi River - Twin Cities,2.97,0.022000000000000002,0.6912950809089335,0.007644896627453144,82015300-01,-3.872512345,0.3569006358,2.97,0.6912950809,0,2,2,0,0,0,0,0,0,1,1,9,0,0,0,Sunset Lake,Mississippi River - Twin Cities,-92.94157024,45.13527125,4,10,2.5,1.9,A,Sunset Lake-1,224,,,0,0,344550,401800.0,0.0,0.0,2,217,0,0,0,245500.0,173500.0,,,0,0
73,73,82012200-01,2011,,5.557572254335262,0.0,0.0,2249.9884393063585,0.7572254335260116,177792.48554913298,479242.1965317919,950.9634146341464,301449.71098265896,318558.85260115605,0.0,1501.6156069364167,692,692,692,692,692,692,692,692,492,692,692,692,692,,12.794016664219374,0.0,0.0,1669.1820088706197,0.42907006237443984,141995.99697240232,351584.5994987829,443.32547555250665,296322.5345323847,431056.8181432448,0.0,850.9870422601689,Pine Tree Lake,Grant,Washington,Mississippi River - Twin Cities,2.727272727272727,0.024416666666666663,0.38233730942953786,0.006761634193720994,82012200-01,-3.748915303,0.285364897,2.7272727273,0.3823373094,8,2,1,0,0,0,0,0,1,0,3,8,0,0,0,Pine Tree Lake,Mississippi River - Twin Cities,-92.95386928,45.10231359,11,11,1.3636363636,1.7272727273,B,Pine Tree Lake-1,172,6.1576744186,12.428751583,4,4,411500,679500.0,2002.5,3101.0,8,0,122,112,0,439950.0,545000.0,,,2,0
74,74,82012300-01,2011,,7.240481927710848,0.0,0.0,1665.596385542169,0.7831325301204819,166065.06024096385,324863.2530120482,931.1810344827586,158798.19277108434,153558.3253012048,0.0,1538.0421686746988,332,332,332,332,332,332,332,332,232,332,332,332,332,,8.674324637926787,0.0,0.0,1095.6650037075356,0.4271225376177324,77904.15900339707,208081.57425846587,459.6124397688418,156360.5259497227,199307.9788590935,0.0,825.0986527295195,Bass Lake,Grant,Washington,Lower St. Croix River,2.2885714285714283,0.049476190476190465,0.9053461039537593,0.024267048917871046,82012300-01,-3.10443597,0.4348513291,2.2885714286,0.905346104,11,18,8,5,0,0,0,1,2,0,10,25,3,4,0,Bass Lake,Lower St. Croix River,-92.91784653,45.09714182,42,42,2.1666666667,2.0238095238,B,Bass Lake-1,94,4.6870212766,3.1403094943,0,0,330500,68900.0,1860.0,848.0,0,0,82,80,0,276000.0,270000.0,,,0,0
75,75,27004700-01,2014,,1.3449852221769278,4696.8371891561355,2808.0373522217687,168.221259682022,,102153.99510803098,263824.826742764,516.5278310940499,161530.4932735426,208720.28164492454,0.0018956379942927032,1875.2226865063187,19624,19624,19624,19624,19624,0,19624,19624,2084,19624,19624,19624,19624,,5.908928769132428,18790.472928008454,9566.249753354608,538.5677296057556,,209587.76088710886,589703.1984549278,179.30172258630958,418463.99058075703,631785.9174687533,0.18776866053891828,444.62178037972086,Bush Lake,Bloomington,Hennepin,Lower Minnesota River,3.1308333333333334,0.009083333333333336,0.7182612633465921,0.0037284735685686647,27004700-01,-4.774557914,0.3961026216,3.1308333333,0.7182612633,12,0,0,0,0,0,0,0,0,1,5,7,0,0,0,Bush Lake,Lower Minnesota River,-93.38283992,44.83809461,12,12,1.0,1.5833333333,A,Bush Lake-1,638,0.8726025237,3.1770701492,0,0,353700,281325.0,0.0,0.0,0,0,475,0,0,360000.0,294350.0,6500.0,3674.0,9,0
76,76,82048800-01,2008,,3.660906148867313,456386.0841423948,0.0,0.0,,164588.99676375405,460121.359223301,,289925.5663430421,191470.40129449838,3.094336569579286,1729.2071197411005,309,309,309,309,309,0,309,309,0,309,309,309,309,,6.8444768107278975,192445.36440181185,0.0,0.0,,82593.80740341768,198154.4019441275,,163488.31691077445,221080.6245113136,4.973129547552804,668.1519014832168,West Lakeland Storage Site,West Lakeland Township,Washington,Lower St. Croix River,1.2953,0.13310000000000002,1.063678005789346,0.11684505409586947,82048800-01,-2.384201367,0.9197735324,1.2953,1.0636780058,0,1,2,6,1,0,0,1,0,0,0,2,8,0,0,West Lakeland Storage Site,Lower St. Croix River,-92.84742244,44.96339695,10,10,3.7,2.8,C,West Lakeland Storage Site-1,54,3.911509434,8.2766972222,0,0,482500,302350.0,0.0,0.0,0,54,0,0,0,293750.0,244500.0,482500.0,302350.0,0,0
77,77,82011000-01,2012,,3.655979899497489,0.0,3682.361809045226,1883.0552763819094,0.8542713567839196,124303.01507537687,358551.256281407,962.5962732919256,234248.24120603016,215652.58291457288,0.0,1677.1306532663316,398,398,398,398,398,398,398,398,322,398,398,398,398,,7.759258704082147,0.0,4157.815531587357,1030.9158247611056,0.38073155981407264,77411.57881717068,256719.77133321858,495.1837744245647,211816.62066596607,332699.3012696174,0.0,721.529995581615,Downs Lake,Lake Elmo,Washington,Lower St. Croix River,0.3431428571428571,0.2928333333333333,0.16652069798419314,0.16640843327988716,82011000-01,-1.358241952,0.5540779128,0.3431428571,0.166520698,0,0,0,7,0,1,0,0,0,0,0,0,5,2,0,Downs Lake,Lower St. Croix River,-92.86598768,44.98198473,7,7,4.0,3.2857142857,F,Downs Lake-1,166,2.6493975904,4.6460786592,0,0,306300,100000.0,1828.0,1075.0,2,0,146,138,2,255000.0,191768.5,,,2,0
78,78,82010700-01,2006,,1.3667374810318669,2371.729893778452,0.0,797.2261001517452,,107728.07283763278,318861.60849772376,,211133.53566009106,77241.45827010622,2.320713201820941,811.3353566009105,659,659,659,659,659,0,659,659,0,659,659,659,659,,7.714682551977595,4322.069391343488,0.0,1075.6222552713718,,169084.29180900851,852293.2770052872,,803136.1259788863,248813.14714824464,10.777051110836648,965.7858926307354,Sunfish Lake,Lake Elmo,Washington,Lower St. Croix River,0.8166666666666668,0.09016666666666667,0.5070517224853521,0.08018926886173555,82010700-01,-2.617351696,0.5814504149,0.8166666667,0.5070517225,12,0,1,0,0,0,1,1,0,0,0,9,4,0,0,Sunfish Lake,Lower St. Croix River,-92.89160242,44.99924011,13,13,1.1538461538,2.3076923077,D,Sunfish Lake-2,161,3.138875,5.5069150991,0,0,180000,425450.0,0.0,2310.0,9,0,78,0,0,95000.0,129937.5,1590.0,4285.0,0,0
79,79,82010100-01,2004,,1.3033993399339932,1998.5346534653463,0.0,0.0,,157036.96369636964,325785.8085808581,,168748.84488448847,44031.16171617162,2.6571287128712866,0.0,303,303,303,303,303,0,303,303,0,303,303,303,303,,5.680164452509211,1813.773523711916,0.0,0.0,,188846.75508810472,370452.2716796845,,269655.7304611116,116049.860805134,7.903546567897719,0.0,DeMontreville Lake,Lake Elmo,Washington,Lower St. Croix River,2.7428571428571438,0.0205,0.9912806679429208,0.005880214543443385,82010100-01,-3.92378958,0.2784624009,2.7428571429,0.9912806679,8,3,0,0,0,0,0,0,0,1,3,8,1,0,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,11,12,1.2727272727,1.8333333333,A,DeMontreville Lake-1,277,1.5147482014,5.5724757502,0,0,289500,429600.0,0.0,0.0,0,0,277,0,0,257500.0,173375.0,2352.0,3155.0,0,0
80,80,82012200-01,2009,,5.7526829268292685,528062.9842180775,0.0,2261.5925394548067,,221163.5581061693,536790.1004304161,,315626.5423242468,272010.23816355807,5.498063127690097,1504.6197991391678,697,697,697,697,697,0,697,697,0,697,697,697,697,,13.324756531111571,372452.39807123377,0.0,1731.3581931341555,,160045.99740394275,376645.64439166704,,305132.75375204947,377194.7368188249,13.469765050836811,848.6613632951368,Pine Tree Lake,Grant,Washington,Mississippi River - Twin Cities,3.233333333333333,0.01916666666666666,0.6624106572118829,0.0050602431370499,82012200-01,-3.987666758,0.2724419319,3.2333333333,0.6624106572,2,8,1,1,0,0,0,0,0,1,5,7,0,0,0,Pine Tree Lake,Mississippi River - Twin Cities,-92.95386928,45.10231359,12,12,2.0833333333,1.5833333333,A,Pine Tree Lake-1,174,6.1498255814,12.428715735,0,0,440500,744725.0,1993.0,3044.0,2,172,0,0,0,480000.0,702250.0,457150.0,745775.0,0,0
81,81,82005204-01,2005,,13.041315789473686,738.5263157894735,0.0,0.0,,207788.5964912281,256855.26315789478,,49066.66666666666,5660.745614035088,9.935263157894738,0.0,228,228,228,228,228,0,228,228,0,228,228,228,228,,122.69152170309299,1208.4681366051366,0.0,0.0,,236827.2673976616,268233.1503071889,,80611.47387933389,29869.91767716693,14.646514595571336,0.0,Big Marine Lake,May Township,Washington,Lower St. Croix River,3.820857142857143,0.017499999999999998,0.8185277456077289,0.003956494174625579,82005204-01,-4.069305661,0.2266483022,3.8208571429,0.8185277456,5,8,1,0,0,0,0,0,0,1,0,11,3,0,0,Big Marine Lake,Lower St. Croix River,-92.86574543,45.20886188,14,14,1.7142857143,2.2142857143,A,Big Marine Lake-1,139,29.363333333,217.68313901,0,0,202300,314100.0,0.0,0.0,0,0,139,0,0,85412.5,79331.25,1074.0,2023.0,0,0
82,82,82003400-01,2012,,26.943076923076926,0.0,1266.3846153846155,668.2307692307693,0.3076923076923077,259192.3076923077,362346.15384615393,1120.3333333333333,103153.84615384617,0.0,0.0,593.5384615384615,26,26,26,26,26,26,26,26,6,26,26,26,26,,22.481215762361387,0.0,2155.35246448321,1225.4916501614298,0.4706787243316417,220661.30956391414,336342.1320391119,144.8429034045737,199223.49104614992,0.0,0.0,908.2006487894282,East Boot Lake,May Township,Washington,Lower St. Croix River,4.24,0.034571428571428565,1.4779377524104322,0.016040128250288846,82003400-01,-3.441470587,0.4054121034,4.24,1.4779377524,1,4,1,1,0,0,0,0,1,0,1,4,2,0,0,East Boot Lake,Lower St. Croix River,-92.83095448,45.16485991,7,7,2.2857142857,2.1428571429,B,East Boot Lake-1,18,17.045555556,15.805174961,4,4,91400,410050.0,0.0,442.0,2,0,8,4,0,,,,,0,0
83,83,70005000-01,2005,,9.131383775035404,0.0,0.0,952.7117135342908,,105419.92716973498,258760.44911996767,830.246357615894,153340.52195023265,145859.9267651224,8.429706655876997,1280.1274529637872,4943,4943,4943,4943,4943,0,4943,4943,3020,4943,4943,4943,4943,,18.83023319290944,0.0,0.0,799.9730927020648,,93625.60391502321,188174.79693169298,451.85968412085305,144460.93887229546,294264.7253298552,19.74841224541924,950.9519786312101,McMahon Lake,Spring Lake Township,Scott,Lower Minnesota River,0.8307692307692307,0.12480769230769233,0.4714951667914448,0.06471044381289266,70005000-01,-2.21976243,0.5532496169,0.8307692308,0.4714951668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,0,0,,,D,McMahon Lake-1,53,6.13,6.0924871768,0,0,263900,252550.0,952.0,1415.0,13,0,31,0,0,250825.0,369450.0,,,10,0
84,84,19002900-01,2010,,0.7469016266460109,5801.045701006971,4167.168861347793,2672.347017815647,0.850592885375494,118203.64058869092,317430.2091402014,,199226.56855151046,166569.53214562355,0.0,1735.7134004647558,1265,1291,1291,1291,1291,1265,1291,1291,0,1291,1291,1291,1291,,2.7261211059147072,16533.215957189244,10206.875798007915,5506.102472777421,0.5312706104237037,362993.02358693135,596664.3737874465,,318504.3579937435,283120.3207007118,0.0,662.4606877077863,Lee Lake,Lakeville,Dakota,Lower Minnesota River,3.0416666666666665,0.026357142857142864,0.8458006785755071,0.006743739465461428,19002900-01,-3.668070485,0.2662412388,3.0416666667,0.8458006786,5,6,2,0,0,0,0,0,0,1,3,7,3,0,1,Lee Lake,Lower Minnesota River,-93.28746428,44.71229881,13,14,1.7692307692,2.2142857143,A,Lee Lake-1,266,1.0660153257,2.5670778478,0,0,201900,188350.0,1968.0,1544.75,0,0,191,201,0,229543.0,131167.0,2738.0,2558.0,8,0
85,85,10022500-01,2013,,0.6485358004827031,3455.0748189863234,0.0,1796.02252614642,37.357142857142854,75446.01769911505,292031.5768302494,,216585.55913113442,176248.6572807723,0.26825422365245377,1794.4296057924375,2486,2486,2486,2486,2486,28,2486,2486,0,2486,2486,2486,2486,,3.279592301201189,8262.765574994695,0.0,4038.6431284540913,28.928025992637107,211099.10620863046,1119267.3630048423,,992039.0285597356,433102.31173116365,3.2408531444599573,588.2590442066753,Brickyard Clayhole Lake,Chaska,Carver,Lower Minnesota River,3.9461538461538463,0.01715384615384616,0.9717813408164278,0.006053183099909141,10022500-01,-4.120138004,0.3387050949,3.9461538462,0.9717813408,10,3,0,0,0,0,0,0,0,1,10,3,0,0,0,Brickyard Clayhole Lake,Lower Minnesota River,-93.59982271,44.79400718,13,13,1.2307692308,1.2307692308,A,Brickyard Clayhole Lake-1,114,1.8250877193,3.2664430184,0,0,120600,292350.0,1008.0,2131.0,2,0,42,0,10,201950.0,354313.0,1910.0,14016.0,14,10
86,86,10000200-02,2012,,0.7878874734607214,6052.610403397028,2758.730360934183,1172.1815286624205,,154068.57749469214,431145.3290870488,937.7894736842104,277076.7515923567,363425.1284501061,0.15278131634819533,1473.6677282377918,942,942,942,942,942,0,942,942,19,942,942,942,942,,2.5032189045791613,7213.5016994028665,5686.434237500636,1166.323334716286,,177173.41586106727,444601.0325744389,246.9661647872185,335177.19116937416,454261.22731398884,1.4857459877867434,881.4699785355403,Riley Lake,Chanhassen,Carver,Lower Minnesota River,1.3833333333333335,,0.7653975002136691,,10000200-02,,,1.3833333333,0.7653975002,0,3,1,0,0,0,0,0,0,0,0,0,3,1,0,Riley Lake,Lower Minnesota River,-93.52393956,44.83937512,4,4,2.25,3.25,F,Riley Lake-2,380,0.5561578947,1.4192827637,0,0,363150,338325.0,1726.0,1937.0,0,0,227,0,0,390000.0,376409.75,5592.0,5070.0,41,26
87,87,19008000-01,2009,,1.0793393548387094,8255.005419354839,6764.716387096773,5888.10864516129,0.9195583596214509,154324.30967741937,502843.4322580645,,348519.12258064514,143551.13367741936,0.0,1675.8425806451612,3804,3875,3875,3875,3875,3804,3875,3875,0,3875,3875,3875,3875,,3.7637829827085225,34745.789361502044,23017.51266816968,21332.38705846339,2.971571184271597,354953.88817204616,1226178.9114799984,,985394.3209773477,372997.64253988507,0.0,704.8084600824308,Rogers Lake,Mendota Heights,Dakota,Mississippi River - Twin Cities,1.3818181818181818,0.041090909090909095,0.19400093720485895,0.01861426627860763,19008000-01,-3.284678604,0.4584503947,1.3818181818,0.1940009372,9,2,0,0,0,0,0,0,1,0,8,3,0,0,0,Rogers Lake,Mississippi River - Twin Cities,-93.13915635,44.87116478,11,11,1.1818181818,1.2727272727,B,Rogers Lake-1,309,1.9111683849,4.5164458878,0,0,296400,288700.0,2062.0,2686.0,0,0,213,197,6,276250.0,197900.0,2872.0,1417.0,8,0
